panel,markerstring,gating hierarchy,public_population_name,presented on webpage as,ancestral population,fraction_name,population_for_backcounts_within_panel,population_for_backcounts_P6,complex_cases
P3,CD45+CD3+gd-CD4-CD8+CD45RA-CD27+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03/CD8_CD45RAn_CD27p_03 | Count,central_memory_like_CD8_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03 | Count,CD8_CD45RAn_CD27p_03/CD8_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4-CD8+CD45RA+CD27+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03/CD8_CD45RAp_CD27p_03 | Count,naïve_CD8_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03 | Count,CD8_CD45RAp_CD27p_03/CD8_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4-CD8+CD45RA+CD27-,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03/CD8_CD45RAp_CD27n_03 | Count,TEMRA_CD8_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03 | Count,CD8_CD45RAp_CD27n_03/CD8_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4-CD8+CD45RA-CD27-,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03/CD8_CD45RAn_CD27n_03 | Count,effector_memory_CD8_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03 | Count,CD8_CD45RAn_CD27n_03/CD8_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4-CD8+CD103+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03/CD8_CD103p_03 | Count,CD103pos_CD8_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03 | Count,CD8_CD103p_03/CD8_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4-CD8+CD103+MFI,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03/CD8_CD103p_03 | Median (CD103),CD103_MFI_CD8_cells,median intensity,NA,NA,NA,NA,NA
P3,CD45+CD3+gd-CD4-CD8+NKG2D+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03/CD8_NKG2Dp_03 | Count,NKG2Dpos_CD8_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03 | Count,CD8_NKG2Dp_03/CD8_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4-CD8+NKG2D+MFI,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03/CD8_NKG2Dp_03 | Median (NKG2D),NKG2D_MFI_CD8_cells,median intensity,NA,NA,NA,NA,NA
P3,CD45+CD3+gd-CD4-CD8+PD1+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03/CD8_PD1p_03 | Count,PD1pos_CD8_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03 | Count,CD8_PD1p_03/CD8_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd-CD4-CD8+PD1+MFI,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/CD3p_gdn_03/CD8_03/CD8_PD1p_03 | Median (PD1),PD1_MFI_CD8_cells,median intensity,NA,NA,NA,NA,NA
P3,CD45+CD3+gd+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03 | Count,gd_T_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,gd_03/T_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2-VdX-Vd1+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03 | Count,Vd1_T_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03 | Count,gd_Vd1_03/gd_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2-VdX-Vd1+CD8-,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03/Vd1_CD8n_03 | Count,CD8neg_Vd1_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03 | Count,Vd1_CD8n_03/gd_Vd1_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2-VdX-Vd1+CD8+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03/Vd1_CD8p_03 | Count,CD8pos_Vd1_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03 | Count,Vd1_CD8p_03/gd_Vd1_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2-VdX-Vd1+CD45RA-CCR7-,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03/Vd1_CD45RAn_CCR7n_03 | Count,effector_memory_Vd1_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03 | Count,Vd1_CD45RAn_CCR7n_03/gd_Vd1_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2-VdX-Vd1+CD45RA-CCR7+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03/Vd1_CD45RAn_CCR7p_03 | Count,central_memory_like_Vd1_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03 | Count,Vd1_CD45RAn_CCR7p_03/gd_Vd1_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2-VdX-Vd1+CD45RA-CD27-,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03/Vd1_CD45RAn_CD27n_03 | Count,effector_memory_Vd1_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03 | Count,Vd1_CD45RAn_CD27n_03/gd_Vd1_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2-VdX-Vd1+CD45RA-CD27+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03/Vd1_CD45RAn_CD27p_03 | Count,central_memory_like_Vd1_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03 | Count,Vd1_CD45RAn_CD27p_03/gd_Vd1_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2-VdX-Vd1+CD45RA+CCR7-,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03/Vd1_CD45RAp_CCR7n_03 | Count,terminally_differentiated_effector_Vd1_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03 | Count,Vd1_CD45RAp_CCR7n_03/gd_Vd1_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2-VdX-Vd1+CD45RA+CCR7+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03/Vd1_CD45RAp_CCR7p_03 | Count,naïve_Vd1_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03 | Count,Vd1_CD45RAp_CCR7p_03/gd_Vd1_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2-VdX-Vd1+CD45RA+CD27-,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03/Vd1_CD45RAp_CD27n_03 | Count,terminally_differentiated_effector_Vd1_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03 | Count,Vd1_CD45RAp_CD27n_03/gd_Vd1_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2-VdX-Vd1+CD45RA+CD27+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03/Vd1_CD45RAp_CD27p_03 | Count,naïve_Vd1_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03 | Count,Vd1_CD45RAp_CD27p_03/gd_Vd1_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2-VdX-Vd1+CD103+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03/Vd1_CD103p_03 | Count,CD103pos_Vd1_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03 | Count,Vd1_CD103p_03/gd_Vd1_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2-VdX-Vd1+CD103+MFI,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03/Vd1_CD103p_03 | Median (CD103),CD103_MFI_Vd1_gd_cells,median intensity,NA,NA,NA,NA,NA
P3,CD45+CD3+gd+Vd2-VdX-Vd1+NKG2D+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03/Vd1_NKG2Dp_03 | Count,NKG2Dpos_Vd1_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03 | Count,Vd1_NKG2Dp_03/gd_Vd1_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2-VdX-Vd1+NKG2D+MFI,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03/Vd1_NKG2Dp_03 | Median (NKG2D),NKG2D_MFI_Vd1_gd_cells,median intensity,NA,NA,NA,NA,NA
P3,CD45+CD3+gd+Vd2-VdX-Vd1+PD1+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03/Vd1_PD1p_03 | Count,PD1pos_Vd1_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03 | Count,Vd1_PD1p_03/gd_Vd1_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2-VdX-Vd1+PD1+MFI,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd1_03/Vd1_PD1p_03 | Median (PD1),PD1_MFI_Vd1_gd_cells,median intensity,NA,NA,NA,NA,NA
P3,CD45+CD3+gd+Vd2+VdX-Vd1-,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03 | Count,Vd2_T_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,gd_Vd2_03/gd_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2+VdX-Vd1-CD8-,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03/Vd2_CD8n_03 | Count,CD8neg_Vd2_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03 | Count,Vd2_CD8n_03/gd_Vd2_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2+VdX-Vd1-CD8+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03/Vd2_CD8p_03 | Count,CD8pos_Vd2_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03 | Count,Vd2_CD8p_03/gd_Vd2_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2+VdX-Vd1-CD45RA-CCR7-,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03/Vd2_CD45RAn_CCR7n_03 | Count,effector_memory_Vd2_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03 | Count,Vd2_CD45RAn_CCR7n_03/gd_Vd2_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2+VdX-Vd1-CD45RA-CCR7+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03/Vd2_CD45RAn_CCR7p_03 | Count,central_memory_like_Vd2_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03 | Count,Vd2_CD45RAn_CCR7p_03/gd_Vd2_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2+VdX-Vd1-CD45RA-CD27-,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03/Vd2_CD45RAn_CD27n_03 | Count,effector_memory_Vd2_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03 | Count,Vd2_CD45RAn_CD27n_03/gd_Vd2_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2+VdX-Vd1-CD45RA-CD27+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03/Vd2_CD45RAn_CD27p_03 | Count,central_memory_like_Vd2_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03 | Count,Vd2_CD45RAn_CD27p_03/gd_Vd2_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2+VdX-Vd1-CD45RA+CCR7-,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03/Vd2_CD45RAp_CCR7n_03 | Count,terminally_differentiated_effector_Vd2_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03 | Count,Vd2_CD45RAp_CCR7n_03/gd_Vd2_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2+VdX-Vd1-CD45RA+CCR7+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03/Vd2_CD45RAp_CCR7p_03 | Count,naïve_Vd2_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03 | Count,Vd2_CD45RAp_CCR7p_03/gd_Vd2_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2+VdX-Vd1-CD45RA+CD27-,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03/Vd2_CD45RAp_CD27n_03 | Count,terminally_differentiated_effector_Vd2_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03 | Count,Vd2_CD45RAp_CD27n_03/gd_Vd2_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2+VdX-Vd1-CD45RA+CD27+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03/Vd2_CD45RAp_CD27p_03 | Count,naïve_Vd2_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03 | Count,Vd2_CD45RAp_CD27p_03/gd_Vd2_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2+VdX-Vd1-CD103+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03/Vd2_CD103p_03 | Count,CD103pos_Vd2_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03 | Count,Vd2_CD103p_03/gd_Vd2_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2+VdX-Vd1-CD103+MFI,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03/Vd2_CD103p_03 | Median (CD103),CD103_MFI_Vd2_gd_cells,median intensity,NA,NA,NA,NA,NA
P3,CD45+CD3+gd+Vd2+VdX-Vd1-NKG2D+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03/Vd2_NKG2Dp_03 | Count,NKG2Dpos_Vd2_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03 | Count,Vd2_NKG2Dp_03/gd_Vd2_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2+VdX-Vd1-NKG2D+MFI,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03/Vd2_NKG2Dp_03 | Median (NKG2D),NKG2D_MFI_Vd2_gd_cells,median intensity,NA,NA,NA,NA,NA
P3,CD45+CD3+gd+Vd2+VdX-Vd1-PD1+,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03/Vd2_PD1p_03 | Count,PD1pos_Vd2_gd_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03 | Count,Vd2_PD1p_03/gd_Vd2_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
P3,CD45+CD3+gd+Vd2+VdX-Vd1-PD1+MFI,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vd2_03/Vd2_PD1p_03 | Median (PD1),PD1_MFI_Vd2_gd_cells,median intensity,NA,NA,NA,NA,NA
P3,CD45+CD3+gd+Vd2-VdX+Vd1-,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03/gd_03/gd_Vdx_03 | Count,Vdx_T_cells,"fraction, counts per ml of blood",Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,gd_Vdx_03/gd_03,Time_03/Cells_03/Singlets1_03/Singlets2_03/Live_03/CD45p_03/T_03 | Count,complex,"ADD CD45+lymphocytesCD19-CD3+CD56+ and
 CD45+lymphocytesCD19-CD3+CD56-"
